Title,Address,Latitude,Longitude,Found Address,Match Quality,Source
KING UNIVERSITY,"1350 King College Rd, Bristol, TN 37620, USA",36.5869627,-82.1591181,"1350 King College Rd, Bristol, TN 37620, USA",Match,Google
EAST TENNESSEE STATE UNIVERSITY,"1276 Gilbreath Dr, Johnson City, TN 37614, USA",36.3025374,-82.3701933,"1276 Gilbreath Dr, Johnson City, TN 37614, USA",Match,Google
TEMPLE UNIVERSITY,"1801 N Broad St, Philadelphia, PA 19122, USA",39.9811935,-75.1553512,"1801 N Broad St, Philadelphia, PA 19122, USA",Match,Google
UNIVERSITY OF TEXAS AT TYLER,"2930 Rockbridge Dr, Tyler, TX 75701, USA",32.3134915,-95.257734,"2930 Rockbridge Dr, Tyler, TX 75701, USA",Match,Google
TUFTS UNIVERSITY,"419 Boston Ave, Medford, MA 02155, USA",42.4074843,-71.1190232,"419 Boston Ave, Medford, MA 02155, USA",Match,Google
CHIANG MAI UNIVERSITY LIBRARY,"239 Huaykaew Rd, Tambon Su Thep, Amphoe Mueang Chiang Mai, Chang Wat Chiang Mai 50300, Thailand",18.801229,98.9518453,"239 Huaykaew Rd, Tambon Su Thep, Amphoe Mueang Chiang Mai, Chang Wat Chiang Mai 50300, Thailand",Match,Google
FRONTIER NURSING UNIVERSITY,"195 School St, Hyden, KY 41749, USA",37.165671,-83.379155,"195 School St, Hyden, KY 41749, USA",Match,Google
LETOURNEAU UNIVERSITY,"2100 S Mobberly Ave, Longview, TX 75602, USA",32.465893,-94.7264594,"2100 S Mobberly Ave, Longview, TX 75602, USA",Match,Google
UNIVERSITY OF MEMPHIS,"3720 Alumni Ave, Memphis, TN 38152, USA",35.118741,-89.937141,"3720 Alumni Ave, Memphis, TN 38152, USA",Match,Google
MIDWESTERN STATE UNIVERSITY,"3410 Taft Blvd, Wichita Falls, TX 76308, USA",33.8743726,-98.5210165,"3410 Taft Blvd, Wichita Falls, TX 76308, USA",Match,Google
SOUTHERN ADVENTIST UNIVERSITY,"4881 Taylor Cir, Collegedale, TN 37315, USA",35.0485718,-85.0509053,"4881 Taylor Cir, Collegedale, TN 37315, USA",Match,Google
NASHVILLE PUBLIC LIBRARY,"615 Church St, Nashville, TN 37219, USA",36.162117,-86.781747,"615 Church St, Nashville, TN 37219, USA",Match,Google
UNIVERSITY OF TOLEDO,"2801 Bancroft Street, Toledo, OH 43606, USA",41.6580307,-83.6140701,"2801 Bancroft Street, Toledo, OH 43606, USA",Match,Google
UNIVERSITY OF TEXAS SCHOOL OF PUBLIC HEALTH LIBRARY,"1200 Pressler Street 1st Floor, E109, Houston, TX 77030, United States",29.704888,-95.39827,"1200 Pressler Street 1st Floor, E109, Houston, TX 77030, United States",Match,Google
TOWSON UNIVERSITY,"8000 York Rd, Towson, MD 21252, USA",39.3925121,-76.6126392,"8000 York Rd, Towson, MD 21252, USA",Match,Google
SOUTHWESTERN BAPTIST THEOLOGICAL SEMINARY,"2001 W Seminary Dr, Fort Worth, TX 76115, USA",32.680075,-97.3478657,"2001 W Seminary Dr, Fort Worth, TX 76115, USA",Match,Google
TENNESSEE TECH UNIVERSITY,"1 William L Jones Dr, Cookeville, TN 38505, USA",36.175903,-85.5070223,"1 William L Jones Dr, Cookeville, TN 38505, USA",Match,Google
FT BENNING GENERAL LIBRARY SAYERS MEMORIAL LIBRARY,"2784 Sightseeing Rd, Fort Benning, GA 31905, USA",32.3501799,-84.9754113,"2784 Sightseeing Rd, Fort Benning, GA 31905, USA",Match,Google
UNIVERSITY OF TENNESSEE AT CHATTANOOGA,"615 McCallie Ave, Chattanooga, TN 37403, USA",35.0457554,-85.2955112,"615 McCallie Ave, Chattanooga, TN 37403, USA",Match,Google
TEXAS WESLEYAN UNIVERSITY E & J L WEST LIBRARY,"1201 Wesleyan St, Fort Worth, TX 76105, USA",32.732995,-97.279535,"1201 Wesleyan St, Fort Worth, TX 76105, USA",Match,Google
NORFOLK PUBLIC LIBRARY,"1368 De Bree Ave, Norfolk, VA 23517, USA",36.864672,-76.291382,"1368 De Bree Ave, Norfolk, VA 23517, USA",Match,Google
WEST TEXAS A&M UNIVERSITY,"2501 4th Ave, Canyon, TX 79016, USA",34.9815101,-101.9160676,"2501 4th Ave, Canyon, TX 79016, USA",Match,Google
TEXAS A&M UNIVERSITY,"400 Bizzell St, College Station, TX 77843, USA",30.618531,-96.336499,"400 Bizzell St, College Station, TX 77843, USA",Match,Google
ABILENE PUBLIC LIBRARY,"209 NW 4th St, Abilene, KS 67410, USA",38.9185035,-97.2153474,"209 NW 4th St, Abilene, KS 67410, USA",Match,Google
TEXAS A&M UNIVERSITY AT CORPUS CHRISTI,"6300 Ocean Dr, Corpus Christi, TX 78412, USA",27.7127448,-97.3241433,"6300 Ocean Dr, Corpus Christi, TX 78412, USA",Match,Google
FRIONA PUBLIC LIBRARY,"109 W 7th St, Friona, TX 79035, USA",34.6371792,-102.7193718,"109 W 7th St, Friona, TX 79035, USA",Match,Google
TEXAS STATE UNIVERSITY-SAN MARCOS,"601 University Dr, San Marcos, TX 78666, USA",29.888411,-97.938351,"601 University Dr, San Marcos, TX 78666, USA",Match,Google
UNIVERSITY OF TEXAS AT SAN ANTONIO,"1 UTSA Circle, San Antonio, TX 78249, USA",29.5829699,-98.61972,"1 UTSA Circle, San Antonio, TX 78249, USA",Match,Google
MIDDLE TENNESSEE STATE,"1301 E Main St, Murfreesboro, TN 37132, USA",35.8486105,-86.3648813,"1301 E Main St, Murfreesboro, TN 37132, USA",Match,Google
HOUSTON PUBLIC LIBRARY,"7405 Stella Link Rd, Houston, TX 77025, USA",29.6981229,-95.4397174,"7405 Stella Link Rd, Houston, TX 77025, USA",Match,Google
UNIVERSITY OF TEXAS AT EL PASO,"500 W University Ave, El Paso, TX 79968, USA",31.7709368,-106.5046405,"500 W University Ave, El Paso, TX 79968, USA",Match,Google
SOUTHWESTERN UNIVERSITY,"1001 E University Ave, Georgetown, TX 78626, USA",30.6349251,-97.6651268,"1001 E University Ave, Georgetown, TX 78626, USA",Match,Google
TAYLOR MEMORIAL PUBLIC LIBRARY,"2015 3rd St, Cuyahoga Falls, OH 44221, USA",41.1347382,-81.4854053,"2015 3rd St, Cuyahoga Falls, OH 44221, USA",Match,Google
UNITY COLLEGE,"90 Quaker Hill Rd, Unity, ME 04988, USA",44.6039934,-69.332298,"90 Quaker Hill Rd, Unity, ME 04988, USA",Match,Google
UNIVERSITY OF ALASKA/ANCHORAGE,"3211 Providence Dr, Anchorage, AK 99508, USA",61.1910421,-149.8195598,"3211 Providence Dr, Anchorage, AK 99508, USA",Match,Google
UNIVERSITY OF MARYLAND,"College Park, MD 20742, USA",38.9869183,-76.9425543,"College Park, MD 20742, USA",Match,Google
UNIVERSITY OF CONNECTICUT,"Storrs, CT 06269, USA",41.8077414,-72.2539805,"Storrs, CT 06269, USA",Match,Google
DEPARTMENT OF VET AFFAIRS CENTRAL OFFICE LIBRARY,"6010 W Amarillo Blvd, Amarillo, TX 79106, USA",35.2041908,-101.9066289,"6010 W Amarillo Blvd, Amarillo, TX 79106, USA",Match,Google
VETERANS ADMINISTRATION MEDICAL CENTER BEDFORD,"Building 61 Springs Rd, Bedford, MA 01730, USA",42.5048759,-71.2734301,"Building 61 Springs Rd, Bedford, MA 01730, USA",Match,Google
UNIVERSITY OF MASSACHUSETTS LOWELL,"220 Pawtucket St, Lowell, MA 01854, USA",42.6552587,-71.3247164,"220 Pawtucket St, Lowell, MA 01854, USA",Match,Google
NICHOLS COLLEGE CONANT LIBRARY,"127 Center Rd, Dudley, MA 01571, USA",42.0447001,-71.9312631,"127 Center Rd, Dudley, MA 01571, USA",Match,Google
UNIVERSITY OF MARYLAND LIBRARIES,"7649 Library Ln, College Park, MD 20742, USA",38.9859704,-76.9450882,"7649 Library Ln, College Park, MD 20742, USA",Match,Google
UNIVERSITY OF MARYLAND/EASTERN SHORE,"11868 College Backbone Rd, Princess Anne, MD 21853, USA",38.2102166,-75.6848002,"11868 College Backbone Rd, Princess Anne, MD 21853, USA",Match,Google
UNIVERSITY OF MISSOURI/KANSAS CITY,"5100 Rockhill Rd, Kansas City, MO 64110, USA",39.0335539,-94.5760259,"5100 Rockhill Rd, Kansas City, MO 64110, USA",Match,Google
UNIVERSITY OF MISSOURI/ROLLA,"4000 Enterprise Dr, Rolla, MO 65409, USA",37.9820056,-91.7223863,"4000 Enterprise Dr, Rolla, MO 65409, USA",Match,Google
UNIVERSITY OF MISSOURI/ST LOUIS,"1 University Blvd, St. Louis, MO 63121, USA",38.7092401,-90.30828,"1 University Blvd, St. Louis, MO 63121, USA",Match,Google
UNIVERSITY OF NEW BRUNSWICK,"3 Bailey Dr, Fredericton, NB E3B 5A3, Canada",45.9453492,-66.6423814,"3 Bailey Dr, Fredericton, NB E3B 5A3, Canada",Match,Google
TIMBERLAND REGIONAL LIBRARY,"415 Tumwater Blvd SW, Tumwater, WA 98501, USA",46.979804,-122.910327,"415 Tumwater Blvd SW, Tumwater, WA 98501, USA",Match,Google
UNIVERSITY OF THE PACIFIC,"3601 Pacific Ave, Stockton, CA 95211, USA",37.9808152,-121.3120225,"3601 Pacific Ave, Stockton, CA 95211, USA",Match,Google
PENNSYLVANIA STATE UNIVERSITY,"Old Main, State College, PA 16801, USA",40.7982133,-77.8599084,"Old Main, State College, PA 16801, USA",Match,Google
UNIVERSITY OF PUGET SOUND,"1500 N Warner St, Tacoma, WA 98416, USA",47.261764,-122.481455,"1500 N Warner St, Tacoma, WA 98416, USA",Match,Google
US ARMY NSRDEC,"General Greene Avenue, Natick, MA 01760, United States",42.288372,-71.362548,"General Greene Avenue, Natick, MA 01760, United States",Match,Google
SOUTHERN UTAH UNIVERSITY,"351 W University Blvd, Cedar City, UT 84720, USA",37.676444,-113.071332,"351 W University Blvd, Cedar City, UT 84720, USA",Match,Google
SALT LAKE COUNTY LIBRARY SERVICE,"2880 W 3650 S, West Valley City, UT 84119, USA",40.693378,-111.961504,"2880 W 3650 S, West Valley City, UT 84119, USA",Match,Google
WEBER STATE UNIVERSITY,"3848 Harrison Blvd, Ogden, UT 84408, USA",41.1924454,-111.9418739,"3848 Harrison Blvd, Ogden, UT 84408, USA",Match,Google
UTAH VALLEY UNIVERSITY,"800 W University Pkwy, Orem, UT 84058, USA",40.2788306,-111.7151968,"800 W University Pkwy, Orem, UT 84058, USA",Match,Google
VAUGHN COLLEGE OF AERONAUTICS & TECHNOLOGY,"8601 23rd Ave, East Elmhurst, NY 11369, USA",40.768034,-73.881921,"8601 23rd Ave, East Elmhurst, NY 11369, USA",Match,Google
FASHION INSTITUTE OF TECHNOLOGY,"227 W 27th St, New York, NY 10001, USA",40.7471364,-73.9948478,"227 W 27th St, New York, NY 10001, USA",Match,Google
UNIVERSITY OF CHARLESTON LIBRARY,"Charleston, WV 25314, USA",38.333522,-81.616641,"Charleston, WV 25314, USA",Match,Google
TAPPAN ZEE HIGH SCHOOL LIBRARY,"541 Western Hwy S, Blauvelt, NY 10913, USA",41.0598027,-73.9571571,"541 Western Hwy S, Blauvelt, NY 10913, USA",Match,Google
SHENANDOAH UNIVERSITY,"1460 University Dr, Winchester, VA 22601, USA",39.1660159,-78.1583388,"1460 University Dr, Winchester, VA 22601, USA",Match,Google
BOCES OSWEGO COUNTY,"179 County Rte 64, Mexico, NY 13114, USA",43.4576871,-76.2593905,"179 County Rte 64, Mexico, NY 13114, USA",Match,Google
REGENT UNIVERSITY,"1000 Regent University Dr, Virginia Beach, VA 23464, USA",36.800573,-76.1929926,"1000 Regent University Dr, Virginia Beach, VA 23464, USA",Match,Google
VERMONT COLLEGE OF FINE ARTS LIBRARY,"62 Ridge St #2, Montpelier, VT 05602, USA",44.25491,-72.568216,"62 Ridge St #2, Montpelier, VT 05602, USA",Match,Google
CASTLETON STATE COLLEGE,"62 Alumni Dr, Castleton, VT 05735, USA",43.6077824,-73.1802563,"62 Alumni Dr, Castleton, VT 05735, USA",Match,Google
POUGHKEEPSIE PUBLIC LIBRARY DISTRICT,"93 Market St, Poughkeepsie, NY 12601, USA",41.70054,-73.930194,"93 Market St, Poughkeepsie, NY 12601, USA",Match,Google
BROOKLYN COLLEGE,"2900 Bedford Ave, Brooklyn, NY 11210, USA",40.6312323,-73.9523916,"2900 Bedford Ave, Brooklyn, NY 11210, USA",Match,Google
COLUMBIA-GREENE COMMUNITY COLLEGE,"4400 NY-23, Hudson, NY 12534, USA",42.217669,-73.817645,"4400 NY-23, Hudson, NY 12534, USA",Match,Google
DOMINICAN COLLEGE,"470 Western Hwy S, Orangeburg, NY 10962, USA",41.0471959,-73.9505947,"470 Western Hwy S, Orangeburg, NY 10962, USA",Match,Google
DUTCHESS COMMUNITY COLLEGE,"53 Pendell Rd, Poughkeepsie, NY 12601, USA",41.7222178,-73.9067896,"53 Pendell Rd, Poughkeepsie, NY 12601, USA",Match,Google
NYACK COLLEGE MANHATTAN CENTER,"2 Washington St, New York, NY 10004, USA",40.7056392,-74.0156969,"2 Washington St, New York, NY 10004, USA",Match,Google
VALLEY FORGE CHRISTIAN CENTER,"1485 Valley Forge Rd, Phoenixville, PA 19460, USA",40.1091125,-75.4766644,"1485 Valley Forge Rd, Phoenixville, PA 19460, USA",Match,Google
LENMOYNE COLLEGE,"1419 Salt Springs Rd, Syracuse, NY 13214, USA",43.0497018,-76.0855042,"1419 Salt Springs Rd, Syracuse, NY 13214, USA",Partial Match,Google
MID-HUDSON LIBRARY SYSTEM,"103 Market St, Poughkeepsie, NY 12601, USA",41.7004238,-73.9305281,"103 Market St, Poughkeepsie, NY 12601, USA",Match,Google
NYACK COLLEGE,"2 Washington St, New York, NY 10004, USA",40.7056392,-74.0156969,"2 Washington St, New York, NY 10004, USA",Match,Google
ORANGE COUNTY COMMUNITY COLLEGE,"115 South St, Middletown, NY 10940, USA",41.4386164,-74.4261043,"115 South St, Middletown, NY 10940, USA",Match,Google
RAMAPO CATSKILL LIBRARY SYSTEM,"619 NY-17M, Middletown, NY 10940, USA",41.4743741,-74.4159779,"619 NY-17M, Middletown, NY 10940, USA",Match,Google
SUNY SULLIVAN,"112 College Rd, Loch Sheldrake, NY 12759, USA",41.763897,-74.668862,"112 College Rd, Loch Sheldrake, NY 12759, USA",Match,Google
ULSTER COUNTY COMMUNITY COLLEGE,"491 Cottekill Rd, Stone Ridge, NY 12484, USA",41.851499,-74.128999,"491 Cottekill Rd, Stone Ridge, NY 12484, USA",Match,Google
BUFFALO & ERIE COUNTY PUBLIC LIBRARY,"1324 Jefferson Ave, Buffalo, NY 14208, USA",42.9113973,-78.8544273,"1324 Jefferson Ave, Buffalo, NY 14208, USA",Match,Google
THE LIBRARY OF VIRGINIA,"800 E Broad St, Richmond, VA 23219, USA",37.5412607,-77.4341621,"800 E Broad St, Richmond, VA 23219, USA",Match,Google
STEVENSON UNIVERSITY,"1525 Greenspring Valley Rd, Stevenson, MD 21153, USA",39.4216638,-76.7012976,"1525 Greenspring Valley Rd, Stevenson, MD 21153, USA",Match,Google
ADELPHI UNIVERSITY,"1 South Ave, Garden City, NY 11530, USA",40.7202125,-73.6522652,"1 South Ave, Garden City, NY 11530, USA",Match,Google
WOODSTOCK PUBLIC LIBRARY,"414 W Judd St, Woodstock, IL 60098, USA",42.316009,-88.452257,"414 W Judd St, Woodstock, IL 60098, USA",Match,Google
LONG ISLAND JEWISH HILLSIDE MEDICAL CENTER HEALTH SCIENCE LIBRARY,"270-05 76th Ave, Queens, NY 11040, USA",40.7544453,-73.7077153,"270-05 76th Ave, Queens, NY 11040, USA",Match,Google
SUNY ADIRONDACK LIBRARY,"640 Bay Rd, Queensbury, NY 12804, USA",43.3531166,-73.6538584,"640 Bay Rd, Queensbury, NY 12804, USA",Match,Google
COLLEGE OF ST. ROSE,"432 Western Ave, Albany, NY 12203, USA",42.6640994,-73.7856653,"432 Western Ave, Albany, NY 12203, USA",Match,Google
GE GLOBAL RESEARCH,"1 Research Cir, Niskayuna, NY 12309, USA",42.8271556,-73.8780481,"1 Research Cir, Niskayuna, NY 12309, USA",Match,Google
CANISIUS COLLEGE,"2001 Main St, Buffalo, NY 14208, USA",42.9248338,-78.8514848,"2001 Main St, Buffalo, NY 14208, USA",Match,Google
SIENA COLLEGE,"515 Loudon Rd, Loudonville, NY 12211, USA",42.716635,-73.7523365,"515 Loudon Rd, Loudonville, NY 12211, USA",Match,Google
LIBERTY UNIVERSITY,"1971 University Blvd, Lynchburg, VA 24515, USA",37.3529323,-79.1769282,"1971 University Blvd, Lynchburg, VA 24515, USA",Match,Google
LONGWOOD COLLEGE,"201 High St, Farmville, VA 23909, USA",37.2971798,-78.3961973,"201 High St, Farmville, VA 23909, USA",Match,Google
LYNDON STATE COLLEGE,"1001 College Rd, Lyndonville, VT 05851, USA",44.5355567,-72.025198,"1001 College Rd, Lyndonville, VT 05851, USA",Match,Google
LYNCHBURG COLLEGE,"1501 Lakeside Dr, Lynchburg, VA 24501, USA",37.4006,-79.183153,"1501 Lakeside Dr, Lynchburg, VA 24501, USA",Match,Google
JAMES MADISON UNIVERSITY,"800 S Main St, Harrisonburg, VA 22807, USA",38.435092,-78.8697548,"800 S Main St, Harrisonburg, VA 22807, USA",Match,Google
MOHAWK VALLEY LIBRARY SYSTEM,"858 Duanesburg Rd, Schenectady, NY 12306, USA",42.7834321,-74.0226162,"858 Duanesburg Rd, Schenectady, NY 12306, USA",Match,Google
MARY WASHINGTON COLLEGE,"1301 College Ave, Fredericksburg, VA 22401, USA",38.3013039,-77.47447,"1301 College Ave, Fredericksburg, VA 22401, USA",Match,Google
JEFFERSON COMMUN COLLEGE LIBRARY,"1220 Coffeen St, Watertown, NY 13601, USA",43.99184,-75.9345752,"1220 Coffeen St, Watertown, NY 13601, USA",Partial Match,Google
PAUL SMITHS COLLEGE LIBRARY,"NY-86, Paul Smiths, NY 12970, USA",44.437828,-74.2517279,"NY-86, Paul Smiths, NY 12970, USA",Partial Match,Google
FLOWER MEMORIAL LIBRARY,"229 Washington St, Watertown, NY 13601, USA",43.9729645,-75.9103926,"229 Washington St, Watertown, NY 13601, USA",Match,Google
WEAD LIBRARY,"64 Elm St, Malone, NY 12953, USA",44.8515351,-74.289374,"64 Elm St, Malone, NY 12953, USA",Match,Google
PLATTSBURGH PUBLIC LIBRARY,"19 Oak St, Plattsburgh, NY 12901, USA",44.6972109,-73.45564,"19 Oak St, Plattsburgh, NY 12901, USA",Match,Google
SAMARITAN MEDICAL CENTER,"830 Washington St, Watertown, NY 13601, USA",43.9651872,-75.9151126,"830 Washington St, Watertown, NY 13601, USA",Match,Google
SARANAC LAKE FREE LIBRARY,"109 Main St, Saranac Lake, NY 12983, USA",44.3274717,-74.1303542,"109 Main St, Saranac Lake, NY 12983, USA",Match,Google
ONONDAGA COMMUNITY COLLEGE,"4585 W Seneca Turnpike, Syracuse, NY 13215, USA",43.0033537,-76.1967384,"4585 W Seneca Turnpike, Syracuse, NY 13215, USA",Match,Google
OLD DOMINION UNIVERSITY,"5115 Hampton Blvd, Norfolk, VA 23529, USA",36.8856104,-76.3067777,"5115 Hampton Blvd, Norfolk, VA 23529, USA",Match,Google
VIRGINIA TECH,"Blacksburg, VA 24061, USA",37.2283843,-80.4234167,"Blacksburg, VA 24061, USA",Match,Google
MONROE COMMUNITY COLLEGE LIBRARY,"5701, 1000, E Henrietta Rd, Rochester, NY 14623, United States",43.1009833,-77.6101465,"5701, 1000, E Henrietta Rd, Rochester, NY 14623, United States",Match,Google
RADFORD UNIVERSITY LIBRARY,"801 E Main St, Radford, VA 24142, USA",37.139888,-80.5510405,"801 E Main St, Radford, VA 24142, USA",Match,Google
UNIVERSITY OF RICHMOND,"28 Westhampton Way, Richmond, VA 23173, USA",37.5758681,-77.5409744,"28 Westhampton Way, Richmond, VA 23173, USA",Match,Google
COLLEGE OF STATEN ISLAND,"2800 Victory Blvd, Staten Island, NY 10314, USA",40.6016362,-74.1496984,"2800 Victory Blvd, Staten Island, NY 10314, USA",Match,Google
VERMONT DEPT OF LIBRARIES PROCUREMENT CENTER,"Vermont, USA",44.5588028,-72.5778415,"Vermont, USA",Partial Match,Google
VERMONT TECHNICAL COLLEGE,"124 Admin Drive, Randolph Center, VT 05061, United States",43.938717,-72.604721,"124 Admin Drive, Randolph Center, VT 05061, United States",Match,Google
UNIVERSITY OF VERMONT,"Burlington, VT 05405, USA",44.4778528,-73.1964637,"Burlington, VT 05405, USA",Match,Google
UPPER HUDSON LIBRARY SYSTEM,"28 Essex St, Albany, NY 12206, USA",42.6774931,-73.7789425,"28 Essex St, Albany, NY 12206, USA",Match,Google
CUNY BARUCH COLLEGE,"55 Lexington Ave, New York, NY 10010, USA",40.7404873,-73.9831567,"55 Lexington Ave, New York, NY 10010, USA",Match,Google
COLGATE UNIVERSITY,"13 Oak Dr, Hamilton, NY 13346, USA",42.8166152,-75.5401764,"13 Oak Dr, Hamilton, NY 13346, USA",Match,Google
SUNY HEALTH SCIENCE CENTER AT BROOKLYN,"450 Clarkson Ave # 30, Brooklyn, NY 11203, USA",40.6552458,-73.945734,"450 Clarkson Ave # 30, Brooklyn, NY 11203, USA",Match,Google
DAEMEN COLLEGE,"4380 Main St, Amherst, NY 14226, USA",42.9648902,-78.7884384,"4380 Main St, Amherst, NY 14226, USA",Match,Google
JOHN JAY COLLEGE,"524 W 59th St, New York, NY 10019, USA",40.7704272,-73.9884684,"524 W 59th St, New York, NY 10019, USA",Match,Google
NEW YORK ACADEMY OF MEDICINE LIBRARY,"1216 5th Ave, New York, NY 10029, USA",40.7921,-73.9523826,"1216 5th Ave, New York, NY 10029, USA",Match,Google
ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"1 Gustave L. Levy Pl, New York, NY 10029, USA",40.7898695,-73.9533616,"1 Gustave L. Levy Pl, New York, NY 10029, USA",Match,Google
MEMORIAL SLOAN-KETTERING CANCER CENTER MEDICAL LIBRARY,"1275 York Ave, New York, NY 10065, USA",40.764101,-73.9559837,"1275 York Ave, New York, NY 10065, USA",Match,Google
NIAGARA UNIVERSITY LIBRARY,"4 Varsity Drive Niagara University, Lewiston, NY 14109, United States",43.1362229,-79.0377677,"4 Varsity Drive Niagara University, Lewiston, NY 14109, United States",Match,Google
NEW YORK MEDICAL COLLEGE LIBRARY,"15 Dana Rd, Valhalla, NY 10595, USA",41.08388,-73.8109519,"15 Dana Rd, Valhalla, NY 10595, USA",Match,Google
ROCKLAND COMMUNITY COLLEGE LIBRARY,"145 College Rd, Suffern, NY 10901, USA",41.133878,-74.086432,"145 College Rd, Suffern, NY 10901, USA",Match,Google
SARAH LAWRENCE COLLEGE,"1 Mead Way, Bronxville, NY 10708, USA",40.9360524,-73.8433974,"1 Mead Way, Bronxville, NY 10708, USA",Match,Google
NEW YORK UNIVERSITY LANGONE MEDICAL CENTER,"333 E 38th St, New York, NY 10016, USA",40.7467775,-73.9722265,"333 E 38th St, New York, NY 10016, USA",Match,Google
UTICA COLLEGE,"1600 Burrstone Rd, Utica, NY 13502, USA",43.0936618,-75.2714604,"1600 Burrstone Rd, Utica, NY 13502, USA",Match,Google
WESTCHESTER LIBRARY SYSTEM,"570 Taxter Rd #400, Elmsford, NY 10523, USA",41.057843,-73.829009,"570 Taxter Rd #400, Elmsford, NY 10523, USA",Match,Google
NASSAU COMMUNITY COLLEGE LIBRARY,"1 Education Dr, Garden City, NY 11530, USA",40.7303646,-73.5916936,"1 Education Dr, Garden City, NY 11530, USA",Match,Google
CUNY BRONX COMMUNITY COLLEGE LIBRARY,"2155 University Ave # 107, Bronx, NY 10453, USA",40.8590255,-73.9126843,"2155 University Ave # 107, Bronx, NY 10453, USA",Match,Google
WILLIAM & MARY LIBRARIES,"400 Landrum Dr, Williamsburg, VA 23185, USA",37.2699169,-76.7160653,"400 Landrum Dr, Williamsburg, VA 23185, USA",Match,Google
ELMIRA COLLEGE,"1 Park Pl, Elmira, NY 14901, USA",42.0967817,-76.8153705,"1 Park Pl, Elmira, NY 14901, USA",Match,Google
SUNY COLLEGE OF ENVIRONMENTAL SCIENCE AND FORESTRY,"1 Forestry Dr, Syracuse, NY 13210, USA",43.0344612,-76.1369148,"1 Forestry Dr, Syracuse, NY 13210, USA",Match,Google
NEW YORK BOTANICAL GARDEN LIBRARY,"2900 Southern Blvd, Bronx, NY 10458, USA",40.8666904,-73.8786597,"2900 Southern Blvd, Bronx, NY 10458, USA",Match,Google
HERKIMER COUNTY COMMUNITY COLLEGE LIBRARY,"100 Reservoir Rd, Herkimer, NY 13350, USA",43.0322822,-75.0062459,"100 Reservoir Rd, Herkimer, NY 13350, USA",Match,Google
IONA COLLEGE,"715 North Ave, New Rochelle, NY 10801, USA",40.9271278,-73.7864435,"715 North Ave, New Rochelle, NY 10801, USA",Match,Google
ALBANY MEDICAL COLLEGE,"43 New Scotland Ave, Albany, NY 12208, USA",42.6532088,-73.7776623,"43 New Scotland Ave, Albany, NY 12208, USA",Match,Google
THE GENERAL THEOLOGICAL SEMINARY,"440 W 21st St, New York, NY 10011, USA",40.7458439,-74.0039926,"440 W 21st St, New York, NY 10011, USA",Match,Google
NEW YORK STATE DEPARTMENT OF HEALTH,"90 Church St, New York, NY 10007, USA",40.712519,-74.0102032,"90 Church St, New York, NY 10007, USA",Match,Google
HOUGHTON COLLEGE,"1 Willard Ave, Houghton, NY 14744, USA",42.4268184,-78.1558062,"1 Willard Ave, Houghton, NY 14744, USA",Match,Google
SUNY STATE COLLEGE OF OPTOMETRY,"33 W 42nd St, New York, NY 10036, USA",40.7544216,-73.9822267,"33 W 42nd St, New York, NY 10036, USA",Match,Google
TOMPKINS CORTLAND COMMUNITY COLLEGE,"170 North St, Dryden, NY 13053, USA",42.502126,-76.287671,"170 North St, Dryden, NY 13053, USA",Match,Google
SUNY AGR & TECH COLLEGE AT COBLESKILL,"106 Suffolk Cir, Cobleskill, NY 12043, USA",42.671702,-74.498279,"106 Suffolk Cir, Cobleskill, NY 12043, USA",Match,Google
WESTERN NEW ENGLAND UNIVERSITY LAW SCHOOL,"1215 Wilbraham Rd, Springfield, MA 01119, USA",42.116187,-72.5213609,"1215 Wilbraham Rd, Springfield, MA 01119, USA",Match,Google
WILMINGTON COLLEGE,"2499, 1870 Quaker Way, Wilmington, OH 45177, United States",39.4447895,-83.8181626,"2499, 1870 Quaker Way, Wilmington, OH 45177, United States",Match,Google
WESTERN NEW ENGLAND COLLEGE,"1215 Wilbraham Rd, Springfield, MA 01119, USA",42.1149784,-72.5186855,"1215 Wilbraham Rd, Springfield, MA 01119, USA",Match,Google
WORCESTER POLYTECHNIC INSTITUTE,"100 Institute Rd, Worcester, MA 01609, USA",42.2745754,-71.8062724,"100 Institute Rd, Worcester, MA 01609, USA",Match,Google
MANHATTANVILLE COLLEGE LIBRARY,"Purchase, NY 10577, USA",41.0490455,-73.7031916,"Purchase, NY 10577, USA",Match,Google
FORDHAM UNIVERSITY,"Bronx, NY 10458, USA",40.8620404,-73.8856987,"Bronx, NY 10458, USA",Match,Google
VYG,"Rainbow Theatre, 232 Seven Sisters Rd, London N4 3NP, UK",51.5629189,-0.107919,"Rainbow Theatre, 232 Seven Sisters Rd, London N4 3NP, UK",Match,Google
CUNY LEHMAN COLLEGE LIBRARY,"Paul Ave, Bronx, NY 10468, USA",40.8719424,-73.893866,"Paul Ave, Bronx, NY 10468, USA",Match,Google
US MERCHANT MARINE ACADEMY,"300 Steamboat Rd, Kings Point, NY 11024, USA",40.8129628,-73.7625503,"300 Steamboat Rd, Kings Point, NY 11024, USA",Match,Google
US AIR FORCE RESOURCE LAB/AFRL,United States,37.09024,-95.712891,United States,Partial Match,Google
ST. BONAVENTURE UNIVERSITY,"3261 W State St, St Bonaventure, NY 14778, USA",42.0784113,-78.4828822,"3261 W State St, St Bonaventure, NY 14778, USA",Match,Google
